<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.08.29	1921.199	1938.120	1914.357	1936.168	74861	0	200
2023.08.30	1936.176	1949.006	1934.940	1944.185	75674	0	200
2023.08.31	1944.195	1947.660	1939.033	1939.824	70640	0	200
2023.09.01	1939.828	1952.331	1934.334	1939.704	77932	0	200
2023.09.03	1939.987	1941.000	1939.406	1940.558	2143	0	200
2023.09.04	1940.557	1946.232	1936.688	1937.659	46361	0	200
2023.09.05	1937.551	1938.927	1925.272	1926.559	72877	0	200
2023.09.06	1926.559	1929.079	1915.243	1917.091	72857	0	200
2023.09.07	1917.086	1923.414	1916.163	1920.247	65698	0	200
2023.09.08	1920.255	1929.639	1917.303	1918.973	64957	0	200
2023.09.10	1919.621	1919.653	1916.576	1918.801	4003	0	200
2023.09.11	1918.795	1930.470	1918.316	1921.624	71010	0	200
2023.09.12	1921.590	1924.447	1907.502	1912.858	69295	0	200
2023.09.13	1912.857	1915.545	1905.415	1909.176	79604	0	200
2023.09.14	1909.169	1912.856	1900.968	1909.735	82525	0	200
2023.09.15	1909.766	1930.372	1909.766	1923.831	75296	0	200
2023.09.17	1924.077	1924.530	1922.547	1923.227	2713	0	200
2023.09.18	1923.227	1934.453	1922.773	1934.040	67197	0	200
2023.09.19	1934.061	1937.345	1929.723	1931.319	61557	0	200
2023.09.20	1931.317	1947.361	1927.887	1929.424	82829	0	200
2023.09.21	1929.428	1930.451	1913.791	1921.353	82598	0	200
2023.09.22	1921.361	1929.046	1921.190	1925.231	66562	0	200
2023.09.24	1926.116	1926.294	1924.402	1924.717	3126	0	200
2023.09.25	1924.730	1927.147	1915.004	1916.207	68738	0	200
2023.09.26	1916.209	1916.447	1899.103	1901.529	71471	0	200
2023.09.27	1901.524	1903.862	1872.507	1877.562	79490	0	200
2023.09.28	1877.583	1879.490	1857.494	1866.700	87841	0	200
2023.09.29	1866.695	1879.601	1846.282	1848.796	88177	0	200
2023.10.01	1847.284	1848.678	1845.687	1848.314	4066	0	200
2023.10.02	1848.314	1848.885	1820.404	1824.944	91703	0	200
2023.10.03	1824.919	1833.344	1815.218	1823.303	112736	0	200
2023.10.04	1823.303	1830.542	1816.556	1822.524	101114	0	200
2023.10.05	1822.472	1829.173	1812.994	1821.272	86952	0	200
2023.10.06	1821.272	1834.832	1810.402	1831.900	96662	0	200
2023.10.08	1853.390	1854.643	1845.525	1847.965	10973	0	200
2023.10.09	1847.992	1863.416	1844.161	1862.536	84424	0	200
2023.10.10	1862.582	1865.278	1852.970	1859.647	88392	0	200
2023.10.11	1859.633	1877.152	1858.590	1875.250	85909	0	200
2023.10.12	1875.251	1884.918	1867.883	1870.555	86445	0	200
2023.10.13	1870.546	1932.593	1870.055	1932.217	101878	0	200
2023.10.15	1927.521	1927.521	1921.177	1925.836	7670	0	200
2023.10.16	1925.842	1925.927	1908.144	1919.386	92373	0	200
2023.10.17	1919.382	1931.523	1912.343	1924.715	93194	0	200
2023.10.18	1924.710	1962.580	1923.735	1950.807	107660	0	200
2023.10.19	1950.748	1982.431	1945.172	1977.103	115019	0	200
2023.10.20	1977.137	1997.112	1971.957	1980.756	111981	0	200
2023.10.22	1972.732	1978.542	1970.039	1971.553	6299	0	200
2023.10.23	1971.515	1982.765	1964.273	1973.522	102815	0	200
2023.10.24	1973.520	1980.811	1953.428	1972.842	101805	0	200
2023.10.25	1972.849	1987.210	1962.991	1982.922	108738	0	200
2023.10.26	1982.940	1993.389	1971.759	1984.344	101892	0	200
2023.10.27	1984.343	2009.310	1976.820	2006.083	100491	0	200
2023.10.29	2002.989	2004.741	1996.873	2002.621	9390	0	200
2023.10.30	2002.649	2006.767	1990.950	1995.513	95413	0	200
2023.10.31	1995.531	2007.849	1978.806	1983.668	101957	0	200
2023.11.01	1983.670	1992.599	1969.817	1985.010	107164	0	200
2023.11.02	1984.989	1990.926	1978.792	1984.965	85333	0	200
2023.11.03	1984.956	2004.004	1983.221	1992.517	95333	0	200
2023.11.05	1991.419	1991.579	1987.146	1988.470	2478	0	200
2023.11.06	1988.474	1993.042	1975.737	1976.681	82729	0	200
2023.11.07	1976.653	1977.001	1956.655	1968.903	89631	0	200
2023.11.08	1968.908	1970.996	1947.335	1950.813	88976	0	200
2023.11.09	1950.815	1965.707	1944.509	1959.058	97861	0	200
2023.11.10	1959.060	1960.713	1932.898	1938.354	85515	0	200
2023.11.12	1941.002	1941.299	1921.368	1940.343	2182	0	200
2023.11.13	1940.374	1949.187	1931.604	1946.399	79753	0	200
2023.11.14	1946.418	1970.954	1937.560	1962.493	90753	0	200
2023.11.15	1962.487	1975.292	1955.428	1960.328	90366	0	200
2023.11.16	1960.333	1987.941	1956.420	1982.649	86917	0	199
2023.11.17	1982.599	1993.421	1978.514	1980.631	85082	0	199
2023.11.19	1977.456	1978.727	1974.120	1974.471	2468	0	199
2023.11.20	1974.532	1985.120	1965.416	1981.169	95997	0	199
2023.11.21	1981.155	2007.497	1980.712	1999.339	102351	0	199
2023.11.22	1999.338	2006.394	1986.850	1990.506	92622	0	199
2023.11.23	1990.515	1998.552	1989.762	1993.981	58379	0	199
2023.11.24	1994.072	2003.618	1991.478	2002.207	69487	0	199
2023.11.26	2000.891	2002.982	2000.483	2002.250	2306	0	357
2023.11.27	2002.364	2018.187	2001.813	2015.215	99744	0	199
2023.11.28	2015.217	2044.573	2011.373	2044.404	94652	0	199
2023.11.29	2044.426	2052.027	2035.228	2044.642	109506	0	199
2023.11.30	2044.640	2047.265	2031.281	2039.918	101408	0	199
2023.12.01	2040.075	2075.279	2033.848	2071.613	107706	0	199
2023.12.03	2074.106	2144.501	2071.646	2117.509	17141	0	381
2023.12.04	2117.936	2120.648	2019.986	2034.088	189358	0	199
2023.12.05	2033.930	2041.171	2009.744	2018.903	134488	0	199
2023.12.06	2018.904	2035.915	2018.684	2027.006	110339	0	199
2023.12.07	2026.977	2039.891	2020.091	2027.915	109401	0	199
2023.12.08	2028.063	2034.013	1994.546	2004.338	127484	0	199
2023.12.10	2005.584	2007.648	2004.561	2007.054	3153	0	199
2023.12.11	2006.993	2007.807	1975.836	1982.961	106095	0	199
2023.12.12	1982.952	1996.709	1977.124	1982.453	104533	0	199
2023.12.13	1982.452	2033.132	1973.033	2032.814	123681	0	199
2023.12.14	2032.855	2047.909	2027.374	2035.553	145163	0	199
2023.12.15	2035.521	2044.909	2015.542	2019.491	116220	0	199
2023.12.17	2019.803	2020.102	2015.893	2017.415	3346	0	199
2023.12.18	2017.414	2033.683	2016.067	2027.604	96924	0	199
2023.12.19	2027.568	2046.969	2021.696	2040.930	98219	0	199
2023.12.20	2040.862	2043.452	2027.383	2032.127	95394	0	199
2023.12.21	2032.103	2055.011	2031.904	2052.779	98544	0	199
2023.12.22	2052.787	2070.612	2046.755	2053.095	106392	0	199
2023.12.25	2057.746	2057.746	2052.920	2054.497	1474	0	1115
2023.12.26	2054.489	2069.059	2053.315	2065.502	59271	0	257
2023.12.27	2065.846	2084.424	2061.469	2079.169	89018	0	199
2023.12.28	2079.266	2088.447	2064.456	2066.564	100161	0	199
2023.12.29	2066.602	2074.728	2058.122	2062.838	93956	0	199
2024.01.01	2064.593	2066.002	2062.633	2063.543	1988	0	377
2024.01.02	2063.347	2078.877	2056.099	2059.476	101368	0	199
2024.01.03	2059.448	2065.976	2030.537	2042.666	121041	0	199
2024.01.04	2042.657	2050.971	2036.184	2043.865	97284	0	199
2024.01.05	2043.917	2063.991	2024.385	2045.474	135929	0	199
2024.01.07	2044.577	2045.574	2042.912	2044.207	2801	0	199
2024.01.08	2044.212	2046.582	2016.670	2030.438	118135	0	199
2024.01.09	2030.410	2041.968	2026.015	2030.401	106807	0	199
2024.01.10	2030.403	2040.300	2020.353	2026.358	102708	0	199
2024.01.11	2026.413	2048.109	2013.209	2034.954	134790	0	199
2024.01.12	2035.012	2062.284	2030.027	2049.032	119626	0	199
2024.01.14	2048.130	2048.705	2046.294	2047.586	2672	0	199
2024.01.15	2047.652	2058.626	2045.752	2053.841	73467	0	199
2024.01.16	2053.867	2054.507	2024.185	2027.824	127503	0	199
2024.01.17	2028.100	2032.935	2001.761	2009.243	121655	0	199
2024.01.18	2009.261	2024.233	2005.717	2023.423	100589	0	199
2024.01.19	2023.523	2039.258	2020.310	2029.452	91606	0	199
2024.01.21	2028.529	2028.562	2026.847	2027.505	2803	0	199
2024.01.22	2027.490	2032.074	2016.399	2020.552	95505	0	199
2024.01.23	2020.554	2037.899	2019.559	2029.137	96169	0	199
2024.01.24	2029.002	2036.593	2011.138	2016.101	105313	0	199
2024.01.25	2015.977	2025.271	2009.361	2020.248	98936	0	199
2024.01.26	2020.356	2026.819	2015.868	2018.469	84374	0	199
2024.01.28	2023.424	2028.612	2021.186	2021.831	5032	0	199
2024.01.29	2021.832	2037.561	2019.282	2030.730	90104	0	199
2024.01.30	2030.962	2048.557	2029.029	2036.234	98661	0	199
2024.01.31	2036.400	2055.980	2030.818	2039.786	126370	0	199
2024.02.01	2039.734	2065.458	2029.913	2054.624	120510	0	199
2024.02.02	2054.631	2057.623	2027.741	2039.609	109124	0	199
2024.02.04	2041.781	2042.213	2039.056	2039.715	3238	0	199
2024.02.05	2039.299	2039.818	2014.817	2024.860	98450	0	199
2024.02.06	2024.809	2038.880	2022.802	2035.069	90028	0	199
2024.02.07	2035.115	2044.519	2030.519	2036.228	83931	0	199
2024.02.08	2036.224	2038.688	2020.125	2034.124	89729	0	199
2024.02.09	2033.939	2037.184	2020.237	2024.192	82411	0	199
2024.02.11	2026.346	2026.706	2024.402	2025.266	2166	0	199
2024.02.12	2025.416	2027.539	2011.843	2018.650	77634	0	199
2024.02.13	2018.601	2032.306	1989.965	1991.193	99155	0	199
2024.02.14	1991.332	1996.040	1984.121	1993.452	91599	0	199
2024.02.15	1993.441	2008.228	1990.170	2003.155	87929	0	199
2024.02.16	2003.095	2015.123	1995.070	2013.269	89625	0	199
2024.02.18	2012.706	2019.066	1997.784	2010.604	4241	0	199
2024.02.19	2012.793	2022.957	2009.184	2016.206	63396	0	199
2024.02.20	2015.981	2030.814	2014.956	2024.128	80366	0	199
2024.02.21	2024.048	2032.234	2020.006	2025.566	82571	0	199
2024.02.22	2025.483	2034.833	2019.547	2024.681	88982	0	199
2024.02.23	2024.524	2041.349	2016.002	2035.524	84933	0	199
2024.02.25	2033.240	2034.939	2033.178	2034.224	2097	0	200
2024.02.26	2033.996	2037.019	2024.999	2031.073	80063	0	199
2024.02.27	2030.986	2039.471	2028.690	2030.090	76603	0	199
2024.02.28	2029.968	2037.897	2024.468	2034.303	77513	0	199
2024.02.29	2034.378	2050.662	2028.063	2043.980	88805	0	199
2024.03.01	2044.067	2088.312	2039.039	2083.315	98822	0	199
2024.03.03	2082.522	2086.160	2082.522	2083.440	2898	0	199
2024.03.04	2083.593	2119.887	2079.418	2114.480	99779	0	199
2024.03.05	2114.340	2141.881	2110.404	2128.160	124643	0	199
2024.03.06	2127.777	2152.234	2123.607	2147.192	119493	0	199
2024.03.07	2146.851	2164.753	2144.185	2161.478	123608	0	199
2024.03.08	2161.641	2195.115	2153.945	2178.501	136844	0	199
2024.03.10	2179.559	2183.827	2177.113	2181.570	5744	0	199
2024.03.11	2181.590	2189.011	2174.694	2183.552	102883	0	199
2024.03.12	2183.551	2184.481	2150.468	2156.912	130792	0	199
2024.03.13	2156.907	2179.803	2156.534	2175.362	102051	0	199
2024.03.14	2175.448	2176.968	2152.696	2161.620	105768	0	199
2024.03.15	2161.697	2172.743	2155.095	2155.698	95343	0	199
2024.03.17	2153.279	2156.535	2153.079	2156.514	5005	0	199
2024.03.18	2156.472	2163.613	2146.067	2161.650	93283	0	199
2024.03.19	2162.053	2162.839	2147.150	2157.009	97013	0	199
2024.03.20	2157.052	2211.005	2149.566	2203.501	130267	0	199
2024.03.21	2203.970	2212.563	2166.280	2181.491	142117	0	199
2024.03.22	2181.676	2186.043	2157.007	2165.338	111973	0	199
2024.03.24	2166.313	2168.893	2165.070	2168.337	5641	0	199
2024.03.25	2168.315	2181.257	2163.420	2172.876	103036	0	199
2024.03.26	2172.885	2200.057	2167.543	2179.467	109410	0	199
2024.03.27	2179.462	2197.586	2173.124	2190.969	107792	0	199
2024.03.28	2190.723	2236.293	2187.318	2232.586	123095	0	199
2024.03.31	2239.644	2247.302	2235.568	2244.927	10532	0	299
2024.04.01	2245.957	2265.623	2228.459	2248.942	129125	0	199
2024.04.02	2248.968	2288.238	2246.627	2280.205	151424	0	199
2024.04.03	2279.886	2302.420	2265.364	2297.446	153683	0	199
2024.04.04	2297.497	2305.537	2279.817	2288.890	143578	0	199
2024.04.05	2288.702	2330.507	2267.755	2329.355	173512	0	199
2024.04.07	2327.315	2328.568	2304.018	2311.647	19552	0	199
2024.04.08	2311.297	2354.159	2302.862	2338.790	231605	0	199
2024.04.09	2338.782	2365.338	2337.777	2354.778	184515	0	199
2024.04.10	2354.908	2360.086	2319.237	2335.429	228532	0	199
2024.04.11	2335.489	2379.373	2325.595	2377.001	178978	0	199
2024.04.12	2376.787	2431.528	2333.784	2344.382	305714	0	199
2024.04.14	2369.105	2371.920	2346.784	2364.486	11661	0	199
2024.04.15	2364.446	2392.013	2324.114	2381.833	250820	0	199
2024.04.16	2381.896	2398.253	2362.964	2382.843	237644	0	199
2024.04.17	2382.703	2395.586	2354.553	2367.840	195282	0	199
2024.04.18	2367.837	2392.800	2364.047	2380.003	168238	0	199
2024.04.19	2379.867	2417.905	2372.761	2390.677	255793	0	199
2024.04.21	2384.011	2388.597	2381.878	2386.483	9790	0	199
2024.04.22	2386.506	2386.506	2324.510	2333.737	189242	0	199
2024.04.23	2333.712	2334.378	2291.323	2323.210	218520	0	199
2024.04.24	2323.225	2337.291	2311.698	2316.219	155265	0	199
2024.04.25	2316.223	2344.872	2304.865	2330.620	174306	0	199
2024.04.26	2330.617	2352.555	2326.212	2337.792	141880	0	199
2024.04.28	2333.884	2336.825	2332.476	2335.986	6409	0	199
2024.04.29	2335.937	2346.720	2319.733	2333.173	153543	0	199
2024.04.30	2333.178	2336.113	2284.967	2291.244	156588	0	199
2024.05.01	2291.256	2328.289	2281.553	2323.809	178335	0	199
2024.05.02	2323.848	2326.492	2285.423	2304.247	147900	0	199
2024.05.03	2304.243	2320.712	2277.090	2301.626	171510	0	199
2024.05.05	2302.321	2303.289	2293.260	2293.968	7225	0	199
2024.05.06	2293.929	2332.095	2291.769	2325.943	148881	0	199
2024.05.07	2325.950	2329.926	2309.895	2315.118	117180	0	199
2024.05.08	2315.167	2321.336	2303.584	2308.740	124601	0	199
2024.05.09	2308.733	2348.325	2306.477	2346.524	132421	0	199
2024.05.10	2346.557	2378.476	2345.924	2360.449	146739	0	199
2024.05.12	2361.401	2363.088	2359.730	2360.407	5298	0	199
2024.05.13	2360.447	2364.490	2332.060	2338.408	129113	0	199
2024.05.14	2338.390	2359.593	2334.734	2355.774	131767	0	199
2024.05.15	2355.770	2391.910	2351.746	2391.769	159110	0	199
2024.05.16	2391.764	2397.342	2370.885	2377.726	139693	0	199
2024.05.17	2377.722	2422.737	2373.935	2413.933	137812	0	199
2024.05.19	2425.202	2425.202	2416.739	2420.193	10240	0	199
2024.05.20	2420.204	2450.026	2407.279	2426.133	208359	0	199
2024.05.21	2426.134	2433.945	2406.085	2421.654	171825	0	199
2024.05.22	2421.659	2426.533	2374.942	2382.124	169851	0	199
2024.05.23	2382.156	2383.692	2326.872	2332.012	191930	0	199
2024.05.24	2332.015	2347.385	2325.351	2333.782	122464	0	199
2024.05.26	2335.785	2340.683	2332.184	2337.176	6789	0	199
2024.05.27	2337.188	2358.449	2334.360	2352.372	95352	0	199
2024.05.28	2352.411	2364.077	2340.231	2359.685	146072	0	199
2024.05.29	2359.648	2361.322	2334.457	2338.364	130964	0	199
2024.05.30	2338.378	2351.847	2322.557	2343.907	155492	0	199
2024.05.31	2343.921	2359.694	2320.525	2327.192	154311	0	199
2024.06.02	2328.496	2328.774	2323.335	2325.937	6635	0	199
2024.06.03	2325.967	2354.732	2314.692	2350.630	144305	0	199
2024.06.04	2350.641	2352.794	2315.552	2328.785	147664	0	199
2024.06.05	2328.791	2357.530	2325.827	2355.011	136602	0	199
2024.06.06	2355.010	2378.510	2353.375	2376.730	138160	0	199
2024.06.07	2376.735	2387.702	2286.722	2293.797	196969	0	199
2024.06.09	2290.431	2300.041	2290.380	2298.478	7146	0	199
2024.06.10	2298.479	2313.766	2287.700	2309.930	120036	0	199
2024.06.11	2309.925	2319.950	2297.646	2315.071	132246	0	199
2024.06.12	2315.056	2341.631	2310.672	2320.555	172809	0	199
2024.06.13	2320.569	2326.749	2295.463	2302.335	146171	0	199
2024.06.14	2302.379	2336.559	2301.502	2332.825	127451	0	199
2024.06.16	2331.087	2331.485	2327.412	2328.873	4395	0	199
2024.06.17	2328.918	2328.950	2309.970	2320.645	110385	0	199
2024.06.18	2320.634	2333.087	2306.533	2328.254	120225	0	199
2024.06.19	2328.273	2334.962	2323.674	2329.342	73442	0	199
2024.06.20	2329.361	2365.487	2327.740	2360.745	127727	0	199
2024.06.21	2360.764	2368.742	2316.667	2321.501	135674	0	199
2024.06.23	2321.110	2322.193	2317.688	2319.185	5122	0	199
2024.06.24	2319.176	2334.631	2317.852	2330.877	110161	0	199
2024.06.25	2330.871	2337.088	2315.436	2320.027	117254	0	199
2024.06.26	2319.979	2323.882	2293.529	2298.402	129812	0	199
2024.06.27	2298.412	2330.936	2296.429	2327.720	116421	0	199
2024.06.28	2327.665	2339.809	2319.008	2326.638	115851	0	199
2024.06.30	2322.849	2326.157	2322.840	2324.930	4737	0	199
2024.07.01	2324.951	2338.483	2318.438	2332.222	114684	0	199
2024.07.02	2332.216	2336.770	2319.004	2330.180	112094	0	199
2024.07.03	2330.177	2364.926	2326.782	2358.699	118576	0	199
2024.07.04	2358.721	2362.540	2350.358	2356.721	72123	0	199
2024.07.05	2356.753	2392.941	2345.792	2391.563	127636	0	199
2024.07.07	2389.583	2390.178	2384.765	2386.122	5376	0	199
2024.07.08	2386.067	2391.090	2350.975	2361.711	122144	0	199
2024.07.09	2361.740	2371.583	2349.354	2364.965	122142	0	199
2024.07.10	2364.944	2386.671	2363.302	2372.852	102060	0	199
2024.07.11	2372.834	2424.538	2371.403	2415.851	157275	0	199
2024.07.12	2415.855	2418.233	2391.363	2411.399	122007	0	199
2024.07.14	2411.618	2412.245	2405.666	2408.653	6542	0	179
2024.07.15	2408.657	2439.767	2401.307	2422.494	131912	0	162
2024.07.16	2422.483	2469.967	2419.914	2468.278	147854	0	179
2024.07.17	2468.268	2483.707	2451.407	2461.296	180170	0	179
2024.07.18	2461.334	2474.966	2440.226	2441.250	145206	0	179
2024.07.19	2441.292	2441.343	2393.756	2400.450	172515	0	179
2024.07.21	2403.680	2411.931	2402.487	2411.528	7285	0	179
2024.07.22	2411.496	2412.155	2383.797	2395.783	141391	0	179
2024.07.23	2395.750	2412.001	2388.225	2408.513	129758	0	179
2024.07.24	2408.558	2431.954	2393.033	2398.669	151560	0	179
2024.07.25	2398.720	2399.985	2353.086	2363.801	219838	0	179
2024.07.26	2363.849	2390.799	2355.842	2387.114	141502	0	179
2024.07.28	2387.944	2403.155	2387.857	2397.091	11173	0	179
2024.07.29	2397.055	2402.481	2369.523	2381.143	146816	0	179
2024.07.30	2381.186	2412.799	2376.471	2409.807	149645	0	179
2024.07.31	2409.810	2450.933	2403.876	2445.743	174540	0	179
2024.08.01	2445.725	2462.290	2430.165	2445.844	204216	0	179
2024.08.02	2445.886	2477.722	2410.794	2441.892	265538	0	179
2024.08.04	2441.020	2446.346	2437.915	2440.952	13298	0	179
2024.08.05	2440.984	2458.836	2364.267	2404.837	361623	0	179
2024.08.06	2404.865	2418.307	2381.404	2383.778	233534	0	179
2024.08.07	2383.723	2407.090	2378.941	2384.791	182206	0	179
2024.08.08	2384.835	2427.818	2383.268	2424.593	181531	0	179
2024.08.09	2424.519	2437.018	2416.829	2430.805	149153	0	179
2024.08.11	2428.332	2433.234	2427.246	2427.927	6502	0	179
2024.08.12	2427.928	2476.033	2423.825	2475.536	134736	0	169
2024.08.13	2475.580	2476.963	2458.493	2464.060	142909	0	169
2024.08.14	2464.104	2480.064	2437.995	2449.408	188309	0	169
2024.08.15	2449.396	2470.095	2432.094	2457.302	183675	0	169
2024.08.16	2457.311	2509.783	2450.694	2507.820	159318	0	169
2024.08.18	2506.461	2506.778	2502.271	2506.450	7390	0	179
2024.08.19	2506.438	2507.482	2485.615	2503.544	149359	0	179
2024.08.20	2503.554	2531.668	2497.256	2512.964	163288	0	179
2024.08.21	2512.976	2519.942	2493.669	2512.783	157457	0	179
2024.08.22	2512.732	2514.701	2470.801	2487.564	160059	0	179
2024.08.23	2487.574	2518.350	2486.435	2512.357	157999	0	179
2024.08.25	2512.067	2516.683	2511.076	2515.917	7424	0	159
2024.08.26	2515.903	2527.009	2508.646	2515.511	146826	0	159
2024.08.27	2515.512	2529.062	2503.436	2525.269	154923	0	159
2024.08.28	2525.223	2525.813	2493.526	2508.110	154026	0	159
2024.08.29	2508.080	2528.669	2503.558	2519.613	155233	0	159
2024.08.30	2519.600	2526.914	2494.086	2503.342	168494	0	159
2024.09.01	2502.485	2504.755	2501.942	2502.980	5449	0	159
2024.09.02	2502.983	2507.334	2489.977	2497.242	100422	0	159
2024.09.03	2497.247	2506.247	2473.282	2493.223	190313	0	159
2024.09.04	2493.200	2500.329	2471.868	2495.829	165831	0	159
2024.09.05	2495.827	2523.574	2493.759	2517.282	168817	0	159
2024.09.06	2517.277	2529.208	2485.004	2497.523	235277	0	159
2024.09.08	2497.037	2498.277	2495.500	2496.869	6150	0	159
2024.09.09	2496.871	2507.701	2485.503	2506.813	160999	0	159
2024.09.10	2506.815	2518.868	2500.052	2518.678	149041	0	159
2024.09.11	2518.638	2529.028	2500.844	2511.901	193688	0	159
2024.09.12	2511.823	2560.091	2510.973	2558.422	193198	0	159
2024.09.13	2558.419	2586.120	2556.780	2579.067	173086	0	159
2024.09.15	2578.456	2580.454	2577.545	2579.163	7283	0	159
2024.09.16	2579.170	2589.651	2575.285	2583.659	139470	0	159
2024.09.17	2583.654	2586.956	2560.661	2574.050	165074	0	159
2024.09.18	2574.019	2600.138	2546.828	2559.239	254305	0	159
2024.09.19	2559.239	2594.963	2550.894	2587.282	209246	0	159
2024.09.20	2587.253	2625.754	2584.714	2622.098	185504	0	159
2024.09.22	2620.944	2622.128	2619.652	2620.234	5587	0	159
2024.09.23	2620.202	2634.881	2613.799	2626.300	162070	0	159
2024.09.24	2626.295	2664.366	2622.524	2658.204	201522	0	159
2024.09.25	2658.163	2670.629	2649.566	2656.259	188390	0	159
2024.09.26	2656.359	2685.611	2654.717	2672.601	224092	0	159
2024.09.27	2672.610	2674.266	2642.994	2657.983	209709	0	159
2024.09.29	2661.714	2665.106	2659.762	2663.543	9865	0	159
2024.09.30	2663.580	2666.049	2624.679	2635.634	203176	0	159
2024.10.01	2635.659	2673.222	2633.911	2660.361	202532	0	159
2024.10.02	2660.390	2663.354	2641.038	2660.333	170973	0	159
2024.10.03	2660.299	2662.968	2637.964	2655.804	184476	0	159
2024.10.04	2655.800	2670.167	2632.038	2653.488	203823	0	159
2024.10.06	2651.575	2652.397	2649.674	2650.120	6853	0	159
2024.10.07	2650.103	2659.677	2637.728	2642.944	174020	0	159
2024.10.08	2642.962	2652.982	2604.686	2621.868	242075	0	159
2024.10.09	2621.868	2624.321	2605.116	2608.476	175333	0	159
2024.10.10	2608.438	2636.032	2602.164	2633.149	198175	0	159
2024.10.11	2633.161	2661.462	2631.952	2656.836	151677	0	159
2024.10.13	2650.086	2652.472	2646.866	2648.091	9828	0	159
2024.10.14	2648.131	2666.867	2643.075	2649.351	156212	0	159
2024.10.15	2649.419	2668.930	2637.975	2660.500	168237	0	159
2024.10.16	2660.498	2685.394	2658.722	2674.087	175725	0	159
2024.10.17	2674.122	2696.788	2673.155	2693.709	191694	0	159
2024.10.18	2693.670	2722.633	2692.765	2721.778	182463	0	159
2024.10.20	2723.092	2725.132	2720.179	2723.416	7427	0	159
2024.10.21	2723.457	2740.561	2714.178	2721.483	211266	0	159
2024.10.22	2721.478	2748.905	2720.633	2746.550	170640	0	159
2024.10.23	2746.557	2758.508	2708.604	2721.258	211519	0	159
2024.10.24	2721.219	2743.208	2717.761	2733.844	178218	0	159
2024.10.25	2733.885	2747.774	2716.956	2747.023	158937	0	159
2024.10.27	2733.443	2740.210	2730.340	2735.815	12792	0	159
2024.10.28	2735.783	2745.917	2724.631	2744.427	159070	0	159
2024.10.29	2744.379	2775.397	2743.267	2774.915	180608	0	159
2024.10.30	2774.943	2790.075	2770.830	2785.490	176082	0	159
2024.10.31	2785.489	2790.069	2731.515	2746.691	197732	0	159
2024.11.01	2746.672	2762.216	2733.120	2736.690	186825	0	159
2024.11.03	2732.846	2740.334	2732.577	2738.352	5452	0	159
2024.11.04	2738.379	2748.189	2731.711	2736.008	162249	0	159
2024.11.05	2736.046	2749.960	2724.694	2745.692	157452	0	159
2024.11.06	2745.686	2749.681	2652.335	2664.048	373397	0	159
